Country,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration
0,22.6,7.3,15.5,1.0,12.1,23.8,35936.26
0,20.5,7.9,14.8,1.0,15.4,29.9,35857.68
0,20.2,7.3,14.3,1.0,10.5,22.0,35842.32
0,20.0,7.8,14.3,1.0,13.2,26.3,35757.19
0,19.9,8.0,14.6,1.0,11.0,23.0,35706.6
0,20.2,9.2,15.0,1.0,10.1,23.0,35655.82
0,22.0,9.4,15.5,1.0,15.1,30.2,35604.89
0,22.5,7.9,16.0,1.0,14.1,28.4,35553.84
0,21.1,8.4,15.1,1.0,18.7,37.4,35502.31
0,21.1,12.0,16.3,1.0,16.8,34.2,35450.15
0,20.2,8.6,14.9,1.0,15.8,32.4,35397.42
0,19.2,9.2,14.7,1.0,10.7,24.1,35344.2
0,20.2,10.6,15.2,1.0,10.0,23.8,35290.56
0,20.7,7.8,14.6,1.0,13.5,29.9,35236.59
0,20.7,10.1,14.6,1.0,17.7,36.7,35182.35
0,19.5,7.7,13.3,1.0,20.9,42.1,35127.92
0,20.7,7.3,14.1,1.0,11.5,26.6,35071.82
0,22.3,7.6,15.1,1.0,12.6,27.4,34987.99
0,21.7,7.1,15.1,1.0,11.8,24.1,34905.77
0,20.7,8.2,14.7,1.0,14.4,26.3,34825.28
0,20.6,9.1,15.1,1.0,11.3,20.9,34746.64
0,20.3,7.2,13.9,1.0,12.4,27.7,34669.98
0,20.0,5.3,13.2,1.0,11.8,26.6,34595.44
0,19.0,3.6,12.4,1.0,9.7,21.6,34523.14
0,18.5,6.4,12.6,1.0,10.5,24.8,34453.23
0,17.6,5.7,12.0,0.4,16.5,28.1,34385.81
0,15.0,3.5,9.5,1.0,13.4,28.1,34321.05
0,12.6,1.5,7.3,1.0,9.8,22.7,34218.94
0,13.6,0.1,7.4,1.0,13.3,28.8,34199.3
0,12.7,-2.7,6.1,1.0,13.8,29.9,34141.41
0,13.0,-3.3,5.9,1.0,9.2,18.7,34085.44
0,13.8,-1.1,6.9,1.0,9.0,14.8,34031.49
0,15.9,-0.4,8.6,1.0,15.0,31.3,33979.62
0,16.4,2.9,9.9,1.0,10.1,23.4,33929.92
0,17.3,3.4,10.7,1.0,10.2,23.0,33882.47
0,18.5,2.9,11.4,1.0,11.1,24.8,33837.33
0,18.2,1.8,10.5,1.0,11.1,25.2,33794.59
0,20.2,2.4,11.3,1.0,17.6,34.9,33754.33
0,16.8,4.0,10.1,1.0,15.8,32.8,33716.62
0,15.1,-1.7,7.6,1.0,10.2,20.2,33681.54
0,14.9,-1.3,7.1,1.0,9.8,15.5,33649.15
0,14.5,-1.3,6.9,1.0,10.1,14.8,33619.55
0,15.0,-0.5,7.5,1.0,9.4,15.1,33592.8
0,15.1,-1.3,7.3,1.0,10.0,22.0,33568.97
0,14.2,-2.1,6.6,1.0,10.1,16.9,33516.8
0,14.7,-1.1,6.8,1.0,9.4,18.7,33418.7
0,15.2,-1.5,7.2,1.0,9.8,17.3,33515.77
0,15.0,-0.4,7.6,1.0,9.4,15.8,33428.55
0,14.7,0.3,7.7,1.0,9.4,14.8,33250.11
0,14.0,1.6,7.6,1.0,8.2,16.2,32898.09
0,14.0,0.2,7.5,1.0,8.7,15.1,33189.37
0,13.6,-0.8,7.2,1.0,9.0,17.6,33184.72
0,13.5,-1.4,6.7,1.0,9.1,20.9,33087.25
0,14.1,-0.4,7.4,1.0,9.2,18.4,33162.22
0,16.7,2.5,9.6,1.0,8.9,20.5,32985.3
0,18.9,4.8,11.8,1.0,12.6,24.8,32896.16
0,17.2,4.7,11.5,1.0,9.4,18.7,32570.43
0,16.4,4.5,10.3,1.0,13.2,28.4,33047.5
0,14.2,-1.3,7.2,1.0,9.8,18.4,32955.62
0,12.7,-3.4,5.6,1.0,11.9,26.6,32949.0
0,10.8,0.8,5.7,2.2,11.0,24.1,18120.86
0,7.8,1.3,4.9,3.8,18.2,40.0,32715.61
0,7.5,-2.5,2.1,1.0,18.0,36.7,32988.74
0,6.5,-4.9,-0.1,1.0,21.3,41.0,33015.98
0,7.7,-7.0,0.1,1.0,13.2,28.4,33047.68
0,8.4,-6.0,0.9,1.0,16.4,33.8,33181.07
0,8.6,-6.7,0.7,1.0,16.1,32.8,33249.89
0,10.8,-8.7,0.6,1.0,10.2,18.4,33262.83
0,12.2,-6.2,3.2,1.0,10.4,16.9,32916.31
0,12.4,-0.4,5.8,1.0,8.6,17.6,28707.28
0,13.9,-1.1,6.4,1.0,9.0,14.4,33230.69
0,15.0,-0.6,7.1,1.0,9.4,15.5,33471.41
0,15.5,-1.0,7.7,1.0,9.7,19.4,33492.93
0,16.3,3.1,9.7,1.0,13.2,27.7,33525.01
0,16.5,2.8,10.0,0.1,19.8,40.0,33245.32
0,13.4,5.4,9.4,2.4,18.1,51.1,12717.13
0,13.7,5.7,9.6,0.5,16.3,40.3,32945.63
0,11.4,3.6,7.4,1.0,22.4,45.4,29587.14
0,11.1,-1.2,5.5,1.0,8.2,23.0,32449.04
0,9.0,-0.7,4.5,1.8,14.5,32.4,33113.63
0,9.3,1.0,5.0,0.1,10.6,25.2,33636.75
0,9.3,-0.5,4.4,1.0,10.7,22.7,33037.48
0,10.1,2.2,6.0,0.3,18.1,36.4,33748.91
0,11.1,-1.5,5.3,1.0,15.0,32.0,34602.68
0,11.8,-2.0,5.4,1.0,9.5,23.4,34192.8
0,16.2,0.1,8.7,1.0,12.0,27.0,34814.78
0,16.4,0.7,9.0,1.0,12.7,25.9,34534.73
0,16.5,5.6,10.8,1.0,15.8,33.5,34171.75
0,16.5,5.9,11.0,1.0,18.2,36.7,34226.67
0,15.5,3.4,9.6,1.0,12.1,25.6,28092.48
0,17.2,4.0,10.9,1.0,15.0,33.1,33606.98
0,17.5,4.1,11.5,1.0,15.6,31.7,35457.33
0,17.5,4.3,11.7,1.0,10.6,21.2,34978.29
0,18.3,4.2,11.5,1.0,10.1,21.6,35730.08
0,19.5,2.4,11.9,1.0,10.8,24.8,35909.22
0,21.7,4.1,13.6,1.0,10.5,23.0,36007.77
0,21.9,6.1,14.4,1.0,9.1,18.7,32638.21
0,20.6,7.1,14.2,1.0,9.0,19.1,32021.03
0,20.4,6.1,13.4,1.0,8.0,15.5,35212.04
0,20.3,5.7,13.6,1.0,8.7,18.7,36412.57
0,19.9,5.0,13.1,1.0,11.0,24.5,36515.84
0,21.4,7.6,14.8,1.0,12.6,25.9,36619.69
0,24.7,8.8,16.8,1.0,14.3,26.6,34131.12
0,23.4,9.5,16.9,1.0,14.4,29.9,36828.75
0,21.0,10.3,16.0,1.0,11.0,24.5,24618.34
0,20.5,9.9,15.3,1.0,14.9,32.4,36339.31
0,22.6,9.9,16.1,1.0,18.7,37.1,37144.13
0,20.5,8.7,15.7,1.0,18.2,35.6,34948.96
0,19.9,9.4,14.8,1.0,18.2,36.4,25137.95
0,21.3,10.1,15.8,1.0,12.4,27.0,35882.31
0,22.3,12.7,17.1,0.2,21.8,49.3,29165.26
0,21.4,7.3,15.4,1.0,11.7,24.5,37680.14
0,20.1,10.8,15.6,0.5,15.3,34.2,32303.75
0,18.1,10.4,13.6,4.8,14.3,42.8,21463.38
0,17.7,7.2,12.5,1.0,15.0,34.9,27960.8
0,15.9,10.1,12.3,7.0,19.5,52.6,23665.16
0,14.4,7.9,11.3,8.1,10.1,32.0,15267.29
0,16.8,3.5,10.3,1.0,16.0,32.0,38349.27
0,17.4,2.5,10.5,1.0,8.9,20.2,38462.18
0,18.8,3.6,12.2,1.0,9.2,20.5,38575.24
0,19.7,5.1,13.0,1.0,10.5,24.5,38688.36
0,20.1,5.4,13.7,1.0,10.1,24.8,38801.43
0,19.9,4.4,12.9,1.0,17.6,37.4,38914.38
0,19.9,7.1,13.2,1.0,18.8,38.5,37859.3
0,19.0,6.9,12.8,0.2,13.7,30.6,39097.88
0,19.5,6.0,12.7,0.8,20.0,46.8,39166.98
0,17.6,5.8,11.1,3.6,15.6,36.0,32472.15
0,16.8,7.1,11.4,1.6,12.0,31.7,30654.46
0,18.0,6.3,12.2,0.4,17.5,38.5,39374.3
0,19.6,5.1,12.9,1.0,10.1,24.1,39444.7
0,21.1,7.7,14.7,1.0,13.2,25.6,39515.96
0,20.9,10.9,15.5,0.6,16.9,35.6,33082.49
0,20.3,9.7,15.2,1.0,16.5,32.8,39600.0
0,18.6,4.6,12.3,1.0,15.3,29.2,39600.0
0,18.7,4.3,12.0,1.0,15.8,31.0,39600.0
0,18.7,4.6,12.8,1.0,17.3,32.8,39600.0
0,19.6,4.7,13.5,1.0,20.0,40.7,39600.0
0,20.6,10.7,15.4,0.5,25.6,50.4,38338.7
0,18.5,10.9,14.9,2.7,9.4,36.4,29682.62
0,20.0,10.7,14.6,9.4,18.4,37.8,36803.98
0,20.7,8.5,14.5,1.0,13.8,27.0,39646.24
0,22.1,10.7,16.3,1.0,15.9,38.2,39617.82
0,21.6,9.2,14.9,1.3,17.0,31.0,27204.85
0,19.7,9.6,14.1,0.6,10.8,28.8,34988.75
0,14.9,9.0,11.5,5.5,15.9,39.6,34276.09
0,19.3,7.1,12.7,1.0,18.4,38.2,40122.15
0,20.2,7.1,13.5,1.0,16.0,34.2,40062.0
0,21.6,6.1,14.5,1.0,11.5,24.5,40307.21
0,24.7,9.1,17.3,1.0,14.9,29.2,40486.82
0,27.2,11.1,19.8,1.0,20.3,38.9,40002.73
0,26.8,13.5,21.0,0.1,25.4,50.8,40408.03
0,25.3,11.5,19.1,1.0,20.4,39.6,40907.26
0,25.6,10.3,19.0,1.0,15.1,30.6,41134.95
0,26.5,13.9,20.5,1.0,19.7,34.9,39493.05
0,28.6,12.9,21.8,1.0,22.0,43.6,39999.74
0,29.3,14.4,22.9,1.0,17.1,36.0,41738.97
0,29.8,14.3,23.1,1.0,12.3,28.4,42093.95
0,31.2,14.9,24.2,1.0,23.0,42.8,37509.21
0,31.1,17.6,24.7,1.0,29.0,53.3,30022.07
0,24.2,15.8,19.6,0.9,32.8,64.1,41732.09
0,27.2,11.3,19.3,1.0,25.9,51.5,39600.43
0,23.6,8.5,17.1,1.0,17.7,36.7,42882.47
0,23.7,8.5,17.5,1.0,19.4,34.9,42961.11
0,24.1,8.0,17.3,1.0,20.2,41.0,29138.42
0,24.8,10.5,18.2,1.0,20.8,42.5,32552.04
0,25.0,9.1,18.2,1.0,12.6,33.8,42023.71
0,24.8,10.4,18.3,1.0,21.6,43.6,40739.79
0,24.5,9.5,18.0,1.0,18.2,36.4,43445.27
0,27.2,12.8,20.5,1.0,19.0,36.7,43857.56
0,28.3,12.4,21.6,1.0,12.3,25.9,42858.54
0,27.5,13.7,21.2,0.8,20.5,37.4,35001.33
0,28.8,15.5,22.6,1.0,18.4,40.7,42269.86
0,30.2,16.2,23.5,1.0,18.8,36.4,44306.71
0,31.4,15.3,24.1,1.0,12.0,27.0,44346.63
0,32.0,14.2,24.5,1.0,16.6,36.0,43808.95
0,33.0,18.9,26.2,1.0,17.8,34.2,43503.3
0,33.5,21.0,27.4,0.1,13.1,34.6,42854.24
0,34.3,20.3,27.9,1.0,10.7,30.6,42747.92
0,34.2,21.9,28.3,1.0,18.9,35.6,44441.63
0,31.5,19.9,25.7,0.4,20.7,49.7,37817.65
0,31.9,17.3,25.0,1.0,23.7,49.3,39312.55
0,31.9,20.0,25.2,0.3,19.7,46.8,39584.74
0,30.2,16.6,24.8,0.2,16.9,37.1,44952.44
0,32.9,18.4,26.3,1.0,15.3,30.6,45322.16
0,35.1,18.9,27.8,1.0,21.6,43.2,45407.86
0,36.7,20.8,29.5,1.0,12.2,27.7,45492.09
0,37.4,19.2,30.1,1.0,19.0,33.8,44075.59
0,37.1,23.4,30.8,0.1,17.2,32.0,45458.32
0,37.6,21.7,30.5,1.0,21.8,38.2,44631.95
0,35.4,20.5,28.0,1.0,25.0,45.0,39568.11
0,35.0,22.3,28.5,0.1,15.6,39.6,45064.09
0,37.4,22.2,30.1,1.0,16.8,43.2,45747.59
0,37.2,20.5,30.6,1.0,17.4,29.5,45784.56
0,37.9,23.3,31.3,1.0,21.4,42.8,45518.1
0,37.5,23.4,30.6,1.0,25.8,50.8,39767.34
0,36.7,23.6,29.9,1.0,26.1,43.6,43619.29
0,35.8,23.2,29.1,1.0,24.6,44.3,41518.27
0,31.6,21.5,26.0,2.1,18.7,43.6,34718.26
0,31.9,19.7,25.6,1.8,20.1,41.8,44639.94
0,33.0,21.1,27.0,1.0,16.1,37.1,46040.36
0,33.8,19.8,27.6,1.0,17.9,38.2,46075.88
0,34.2,20.3,27.4,1.0,21.5,45.4,46110.99
0,36.1,22.1,28.3,1.0,25.3,48.6,46145.64
0,35.6,20.5,27.3,1.9,25.0,51.5,46059.79
0,34.0,20.7,27.0,2.8,27.2,47.5,41843.95
0,35.6,21.4,28.1,1.0,28.4,59.8,46246.29
0,38.2,19.7,30.1,1.0,21.7,41.8,46278.57
0,38.8,22.8,31.7,1.0,20.9,45.7,46310.25
0,37.8,22.6,31.1,1.0,30.8,59.0,46341.86
0,35.7,22.4,29.7,1.0,16.2,36.7,46373.38
0,35.9,19.4,29.3,1.0,19.8,36.7,46404.75
0,35.9,23.6,30.0,1.0,15.6,31.7,46435.87
0,33.8,20.9,27.3,0.2,22.8,55.8,44659.7
0,33.9,22.0,27.7,1.0,17.9,41.8,46497.11
0,33.2,22.0,26.4,0.2,27.6,54.4,40729.07
0,32.0,18.0,24.5,0.9,21.6,42.1,45646.28
0,30.9,16.9,24.0,1.0,14.3,33.8,44132.31
0,31.1,19.0,25.0,1.0,21.3,43.6,46613.48
0,32.1,20.0,26.1,1.0,14.0,38.5,46640.86
0,32.9,19.7,27.0,1.0,20.9,40.7,46667.4
0,33.8,20.0,27.7,1.0,18.5,36.4,46693.04
0,35.4,20.5,28.4,1.0,15.3,35.3,46717.69
0,35.7,21.3,29.0,1.0,20.1,41.0,46741.28
0,35.2,21.2,28.8,1.0,19.8,40.7,46763.74
0,33.8,20.2,28.1,1.0,15.6,32.8,46785.0
0,34.6,22.0,28.1,1.0,17.0,41.4,46800.0
0,35.4,21.4,28.6,1.0,20.4,42.1,46800.0
0,34.9,22.7,28.2,0.2,26.5,53.3,46800.0
0,30.7,21.0,24.1,13.2,19.2,42.1,37322.37
0,29.1,20.3,24.0,0.4,19.7,44.6,46154.86
0,29.0,17.7,23.3,1.2,12.2,30.2,44385.93
0,30.6,20.2,25.0,0.1,14.1,30.6,46800.0
0,32.1,20.8,26.6,1.0,12.5,23.8,46800.0
0,34.1,21.2,28.0,0.3,13.2,27.0,44839.48
0,34.8,21.6,28.9,0.1,14.2,30.2,46295.44
0,35.4,22.3,30.2,0.1,10.5,20.9,46800.0
0,35.5,23.6,30.5,0.1,11.2,28.4,45291.14
0,35.5,24.6,29.3,0.4,17.7,42.1,44957.11
0,35.0,23.8,29.2,0.3,16.9,40.7,46800.0
0,32.7,23.6,28.1,0.7,24.3,49.0,46800.0
0,35.8,23.4,29.0,1.0,22.6,50.0,46800.0
0,33.1,24.1,27.7,1.7,21.8,47.2,46800.0
0,34.7,22.8,28.3,0.5,19.8,35.6,46692.21
0,37.3,23.4,29.3,1.4,23.8,45.4,46800.0
0,34.6,23.8,28.8,0.6,17.8,42.8,43975.2
0,35.2,23.5,28.3,3.5,17.4,40.3,45890.77
0,31.3,23.4,26.8,4.2,15.0,31.7,35571.43
0,31.6,22.7,26.8,2.6,10.4,23.4,39406.72
0,34.4,23.8,29.1,1.0,19.1,37.1,46232.07
0,37.0,23.8,30.5,0.1,20.3,41.8,46800.0
0,39.7,25.1,31.9,1.0,19.4,41.8,46800.0
0,36.7,25.4,30.1,0.7,22.9,42.1,46269.89
0,35.9,23.6,29.5,1.1,18.9,34.6,44820.49
0,36.3,24.2,29.2,0.1,27.3,51.5,46800.0
0,36.0,23.6,29.5,1.0,23.3,53.6,46800.0
0,30.6,22.6,25.4,0.9,17.1,35.6,38359.2
0,32.5,21.1,26.6,1.0,16.7,32.4,46800.0
0,34.8,21.8,28.5,1.0,18.7,36.7,46800.0
0,35.1,22.7,29.1,1.0,21.4,41.4,46800.0
0,36.9,21.8,29.6,1.0,20.6,43.2,46799.71
0,36.5,23.4,30.1,1.0,17.3,36.7,46776.39
0,35.4,23.9,30.0,1.0,18.5,35.6,46751.74
0,34.3,23.3,28.3,1.7,17.6,39.2,45944.58
0,31.9,23.2,27.6,1.0,13.4,29.9,46698.41
0,32.4,23.4,28.0,1.3,12.1,29.2,43892.86
0,32.2,24.1,27.8,1.0,15.8,30.6,45042.98
0,31.0,22.9,26.6,2.3,19.6,42.8,40277.11
0,33.3,23.2,27.8,0.5,18.3,38.5,43573.71
0,33.4,24.0,27.8,1.0,20.4,42.1,44218.47
0,32.6,23.5,27.1,0.9,18.3,37.8,43860.49
0,29.1,22.4,24.9,3.3,15.1,28.4,31183.44
0,29.4,21.2,25.0,0.8,18.4,37.8,43072.11
0,30.3,21.2,25.8,1.0,17.1,34.9,43858.87
0,31.0,22.2,26.9,1.0,13.0,30.6,43031.56
0,31.7,23.0,27.1,0.5,21.5,41.8,45122.44
0,32.1,22.6,26.5,1.0,16.0,31.3,43834.88
0,31.1,22.4,25.7,6.4,16.9,38.2,34356.16
0,26.9,22.2,24.0,4.9,12.6,27.4,6140.77
0,24.1,20.7,22.1,46.2,6.6,14.0,10271.03
0,25.6,20.4,22.3,15.6,13.3,32.0,25808.24
0,26.0,19.8,22.4,3.7,9.7,23.0,40075.95
0,27.0,19.7,22.9,2.4,10.7,24.5,35610.32
0,27.9,19.6,23.1,3.0,14.3,28.8,39263.77
0,28.1,19.3,23.8,0.2,11.2,25.6,43943.36
0,29.1,19.8,24.5,0.1,12.4,24.1,42505.62
0,27.7,20.9,24.3,1.4,12.4,31.7,43918.97
0,28.7,21.0,24.7,1.0,12.8,27.4,43561.65
0,28.6,21.4,24.4,0.5,13.4,30.2,42127.0
0,28.4,20.6,23.7,5.0,12.9,32.0,36867.79
0,28.5,20.1,24.0,1.0,10.6,24.5,41005.4
0,27.7,20.9,24.0,0.7,13.4,26.6,23707.95
0,29.4,19.9,24.9,0.1,12.0,23.4,43012.09
0,29.9,20.7,24.8,2.4,11.9,28.4,38291.04
0,28.2,21.4,23.9,8.6,14.9,35.3,35424.77
0,27.8,20.4,23.6,1.3,15.0,32.0,39871.99
0,27.5,20.5,23.2,5.0,16.3,32.8,31980.82
0,28.0,19.2,23.1,0.4,12.7,32.4,41135.07
0,29.0,21.0,24.0,1.9,13.3,32.0,38058.39
0,30.7,21.3,25.0,1.0,15.1,35.3,40263.59
0,31.8,20.8,25.3,1.0,18.9,38.9,40318.69
0,29.4,21.2,24.2,0.9,19.1,38.9,39330.69
0,28.4,20.4,23.2,1.0,21.1,42.1,39180.46
0,28.2,19.5,22.5,2.9,17.4,38.2,38895.84
0,28.0,19.2,22.0,4.4,11.9,31.3,36257.09
0,27.8,19.2,22.4,1.0,15.1,31.7,39278.66
0,27.5,19.0,22.6,0.5,18.1,42.1,38551.33
0,25.6,19.9,22.0,0.5,18.9,38.5,30306.04
0,27.3,19.2,22.1,0.5,14.6,32.8,35910.54
0,28.1,16.4,22.7,1.0,12.5,23.8,40835.7
0,30.2,17.0,23.8,1.0,12.0,22.0,40832.68
0,30.3,16.7,23.9,1.0,15.9,29.2,40704.32
0,29.9,18.2,24.0,0.6,16.8,35.3,39992.43
0,29.2,18.9,24.3,0.5,12.6,25.9,39961.7
0,30.9,20.5,25.2,1.0,14.4,28.8,39600.0
0,32.9,19.8,25.5,1.0,18.8,37.8,39098.08
0,32.3,20.1,25.6,1.0,17.9,33.8,39972.87
0,30.7,19.3,24.7,1.0,16.5,34.6,40213.23
0,28.8,18.9,22.9,1.6,15.9,37.1,39214.46
0,28.2,18.9,22.6,1.3,14.7,28.8,38409.3
0,28.3,17.4,23.2,1.0,12.3,24.1,39870.82
0,31.2,18.1,24.7,1.0,12.6,26.6,40102.21
0,31.6,18.1,25.5,1.0,14.3,28.4,40216.04
0,31.5,20.2,25.8,1.0,19.1,36.0,40104.78
0,31.5,18.5,25.2,1.0,17.6,39.2,40061.52
0,30.0,20.0,24.4,1.0,19.0,36.4,39878.25
0,28.7,14.3,22.5,1.0,12.0,23.8,40019.35
0,28.3,13.6,21.4,1.0,14.1,31.0,39837.95
0,29.0,16.8,23.0,1.0,15.0,29.5,39763.85
0,29.1,16.5,23.0,1.0,16.6,32.4,39586.21
0,29.0,18.0,22.8,1.0,20.2,36.0,39410.77
0,28.9,15.7,22.6,1.0,16.9,32.8,39337.48
0,28.6,16.3,22.9,1.0,16.4,31.7,37739.88
0,29.3,17.2,23.5,0.1,14.1,25.6,38342.23
0,29.0,16.8,23.2,1.1,14.4,28.8,39019.61
0,29.3,16.1,22.9,1.0,13.6,28.1,38853.03
0,31.2,16.2,24.2,1.0,16.2,29.9,38781.17
0,31.7,14.6,24.2,1.0,14.0,24.8,38798.8
0,32.1,15.2,24.4,1.0,14.5,27.0,38637.25
0,33.0,14.1,24.3,1.0,15.5,31.3,38565.35
0,32.2,14.5,24.1,1.0,13.4,26.3,38493.57
0,31.3,14.7,24.2,1.0,16.1,31.3,38340.31
0,30.8,17.6,24.1,1.0,15.5,28.1,38271.18
0,29.1,16.4,23.1,1.0,14.7,29.2,38132.75
0,28.9,16.3,22.9,1.0,13.8,27.4,38061.06
0,29.9,17.3,23.3,1.0,15.1,29.5,37994.01
0,30.4,15.4,23.1,1.0,18.4,31.3,37929.52
0,28.3,16.4,21.8,1.0,23.3,38.2,37362.93
0,25.8,14.8,19.8,1.0,17.4,37.8,36632.83
0,27.3,15.0,20.8,0.9,20.5,38.9,37093.12
0,27.4,15.7,21.3,1.0,18.7,35.6,37082.64
0,29.9,14.8,22.1,0.3,20.9,38.5,36303.73
0,29.4,16.6,22.4,1.0,18.7,34.9,36950.19
0,27.2,11.5,20.2,1.0,14.5,27.7,36729.88
0,24.2,12.4,18.3,1.0,17.2,28.4,36418.62
0,22.8,15.7,18.3,0.3,15.8,32.8,34442.31
0,23.0,12.5,17.6,1.0,15.0,28.8,30816.9
0,23.0,13.4,18.0,1.0,15.0,28.8,36046.1
0,23.5,14.6,18.3,1.0,19.7,40.7,36000.0
0,23.9,13.1,18.5,0.5,17.9,38.2,36000.0
0,24.7,13.9,18.7,0.1,20.8,39.2,36069.11
0,25.0,12.0,17.8,1.0,18.8,40.3,36153.16
0,24.0,9.7,17.5,1.0,16.0,29.2,36004.59
0,23.8,11.4,18.1,1.0,13.3,27.4,36011.82
0,25.8,13.2,19.2,1.0,15.6,31.0,36018.09
0,26.0,12.0,19.4,1.0,11.7,20.9,36058.22
0,23.6,10.9,17.9,1.0,9.7,20.5,35921.8
0,22.1,11.0,17.0,1.0,11.3,22.0,35872.6
0,22.3,10.1,16.8,0.2,8.1,16.2,35823.12
0,23.8,12.1,18.0,1.0,13.2,23.8,35773.09
0,24.5,11.3,18.1,1.0,13.1,24.8,35722.42
0,25.2,12.3,18.7,1.0,11.6,27.0,35671.12
0,23.7,11.0,17.8,1.0,10.1,19.1,35619.28
0,23.3,11.8,17.4,1.0,12.6,24.8,35566.95
0,22.3,11.2,17.2,1.0,15.9,32.0,35514.18
0,21.6,13.8,17.3,1.0,19.7,37.1,35461.06
0,21.4,14.1,17.1,0.2,19.1,42.8,30554.61
0,18.9,12.9,14.8,3.1,13.2,33.5,35353.95
0,19.5,8.9,14.3,1.0,12.2,24.5,35300.1
0,18.9,10.9,14.6,0.2,16.6,29.5,33895.93
0,16.1,11.0,13.1,1.4,14.2,34.2,18678.01
0,15.6,11.2,12.7,8.0,16.6,35.6,22960.62
0,15.3,10.9,12.6,5.7,10.5,29.2,28230.57
0,15.2,10.6,12.4,1.0,11.5,21.6,23718.27
0,14.1,9.3,11.4,10.1,11.7,25.9,29734.6
0,16.6,9.4,12.3,1.0,11.4,24.1,33273.58
0,16.5,8.7,11.9,2.4,10.6,29.9,28718.15
0,15.7,5.8,10.2,1.0,18.1,36.4,34689.29
0,13.9,1.5,8.1,1.0,14.2,29.5,34616.92
0,13.2,-0.8,7.1,1.0,8.6,16.6,34546.38
0,13.8,2.2,8.1,1.0,8.5,20.5,34477.34
0,14.6,1.9,8.4,1.0,15.1,31.3,34409.89
0,13.7,5.1,9.0,1.0,11.2,21.6,32111.63
0,13.0,0.7,7.4,1.0,11.6,24.8,34280.11
0,13.1,3.8,8.9,1.0,10.5,18.4,34217.98
0,12.6,3.3,7.8,1.0,11.8,27.7,33522.02
0,13.6,3.6,8.8,1.0,15.5,31.3,34099.68
0,12.6,5.4,9.0,1.0,18.1,36.0,9847.19
0,10.8,7.1,8.6,10.3,18.6,36.0,3600.0
0,9.4,6.1,7.3,18.4,16.2,34.6,1.0
0,9.1,1.0,5.0,0.4,21.5,42.8,33889.67
0,9.8,-3.7,3.4,1.0,9.1,22.7,33843.28
0,11.4,-3.3,4.0,1.0,9.2,20.5,33799.51
0,12.3,-4.1,4.8,1.0,9.9,18.7,33758.47
0,12.7,-0.5,6.2,1.0,9.4,16.6,33720.28
0,11.5,1.3,6.2,1.0,23.7,46.8,33684.99
0,10.6,0.7,5.2,1.0,13.6,29.2,33652.73
0,11.2,0.9,6.0,1.0,9.2,20.9,33623.58
0,13.9,4.2,8.6,1.0,6.5,15.8,31011.79
0,14.7,2.4,8.8,1.0,8.8,17.6,33307.25
0,14.8,4.9,9.7,1.0,7.8,18.7,32802.95
0,14.8,1.6,8.3,1.0,12.5,26.6,33316.66
0,16.3,0.9,8.6,1.0,10.2,22.0,33421.58
0,17.1,0.5,9.1,1.0,9.8,16.6,33332.74
0,17.3,2.6,9.8,1.0,13.7,25.9,33343.2
0,13.2,2.5,7.3,2.0,15.3,28.8,31803.06
0,12.6,-1.2,5.9,1.0,10.3,22.0,32828.59
0,13.0,-1.0,6.3,1.0,9.6,17.6,33187.02
0,12.6,0.7,6.8,1.0,7.7,16.2,32915.84
0,11.9,1.3,6.7,1.0,13.4,24.8,32485.79
0,10.9,4.0,7.1,2.3,16.1,33.8,23694.66
0,12.3,3.6,7.8,1.0,15.4,32.0,32733.54
0,11.6,-1.3,5.2,1.0,9.0,21.2,33056.87
0,13.7,-1.1,6.5,1.0,9.0,18.0,32962.77
0,14.5,1.6,8.1,1.0,9.0,19.4,32884.16
0,14.0,3.8,8.4,1.0,8.7,19.4,32801.5
0,12.7,2.9,7.7,1.0,13.8,29.2,32795.84
0,11.1,-1.4,5.4,1.0,11.7,26.3,32903.68
0,9.9,-3.2,3.8,1.0,8.8,19.8,33017.02
0,9.8,-3.4,4.0,1.0,12.2,27.0,32991.04
0,9.3,-4.0,2.8,1.0,18.1,37.1,32994.95
0,9.1,-5.8,1.8,1.0,13.1,28.1,33124.27
0,10.0,-7.4,2.0,1.0,9.4,20.5,33188.79
0,10.3,-3.5,3.6,1.0,9.0,19.1,32848.73
0,11.7,-1.0,5.7,1.0,10.5,24.1,32943.05
0,12.0,-1.2,5.7,1.0,11.6,20.9,33145.8
0,12.0,-0.8,6.3,1.0,9.9,23.4,33302.72
0,12.4,0.6,6.0,1.0,13.7,29.2,33392.5
0,11.5,-1.4,5.4,1.0,15.3,32.8,33489.86
0,11.4,-0.6,5.2,1.0,10.9,23.8,33263.92
0,13.8,2.9,8.0,1.0,13.5,27.7,33373.36
0,13.8,1.9,8.1,1.0,13.5,28.1,33638.83
0,14.2,3.4,8.2,1.0,17.0,34.9,33935.5
0,14.0,-0.9,6.8,0.2,19.2,37.8,33503.71
0,13.7,4.7,8.5,1.0,19.1,36.4,32537.58
0,11.9,-0.9,5.5,1.0,14.0,29.9,33842.95
0,12.2,-3.2,5.2,1.0,12.0,27.7,34395.84
0,12.9,-4.3,5.3,1.0,9.1,19.1,34535.75
